model,model_display_name,diagnostic_source,dataset_variant,prompt_mode,query_type,n_pairs,strict_ccc,invalid_pair_rate
qwen3_8b,Qwen3-8B,stress,easy,nl_formal,backadj,1,1.0,0.0
qwen3_8b,Qwen3-8B,stress,easy,nl_formal,collider_bias,2,0.0,0.0
qwen3_8b,Qwen3-8B,stress,easy,nl_formal,correlation,2,0.5,0.0
qwen3_8b,Qwen3-8B,stress,easy,nl_formal,ett,2,0.0,0.0
qwen3_8b,Qwen3-8B,stress,easy,nl_formal,exp_away,1,0.0,0.0
qwen3_8b,Qwen3-8B,stress,easy,nl_formal,marginal,3,0.0,0.0
qwen3_8b,Qwen3-8B,stress,hard,nl,ate,3,0.6666666666666666,0.0
qwen3_8b,Qwen3-8B,stress,hard,nl,backadj,3,0.6666666666666666,0.0
qwen3_8b,Qwen3-8B,stress,hard,nl,collider_bias,2,0.0,0.0
qwen3_8b,Qwen3-8B,stress,hard,nl,correlation,1,0.0,0.0
qwen3_8b,Qwen3-8B,stress,hard,nl,exp_away,3,0.6666666666666666,0.0
qwen3_8b,Qwen3-8B,stress,hard,nl,marginal,3,0.3333333333333333,0.0
qwen3_8b,Qwen3-8B,stress,hard,nl,nie,2,0.5,0.0
qwen3_8b,Qwen3-8B,stress,hard,nl_formal,ate,3,0.3333333333333333,0.0
qwen3_8b,Qwen3-8B,stress,hard,nl_formal,backadj,3,0.0,0.0
qwen3_8b,Qwen3-8B,stress,hard,nl_formal,collider_bias,2,0.0,0.0
qwen3_8b,Qwen3-8B,stress,hard,nl_formal,correlation,1,0.0,0.0
qwen3_8b,Qwen3-8B,stress,hard,nl_formal,exp_away,3,0.3333333333333333,0.0
qwen3_8b,Qwen3-8B,stress,hard,nl_formal,marginal,3,0.6666666666666666,0.0
qwen3_8b,Qwen3-8B,stress,hard,nl_formal,nie,2,0.5,0.0
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl,ate,3,1.0,0.0
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl,backadj,5,0.8,0.0
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl,collider_bias,3,0.0,0.0
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl,correlation,2,0.0,0.0
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl,ett,5,0.4,0.0
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl,exp_away,2,0.0,0.0
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl,marginal,5,0.6,0.0
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl,nde,4,0.25,0.0
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl_formal,ate,3,0.6666666666666666,0.0
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl_formal,backadj,5,0.0,0.0
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl_formal,collider_bias,3,0.0,0.0
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl_formal,correlation,2,1.0,0.0
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl_formal,ett,5,0.4,0.0
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl_formal,exp_away,2,0.0,0.0
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl_formal,marginal,5,0.4,0.0
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl_formal,nde,4,0.25,0.0
