candidate_index,sample_id,donor_sample_id,story_id,query_type,rung,gold_label,component,layer,natural_gold_margin,target_formal_gold_margin,patched_gold_margin,absolute_recovery,normalized_recovery,method,model,model_display_name,sample_mode
1,12055,12755,cholesterol,ate,2,yes,residual,35,8.375,9.4375,10.0,1.625,1.5294117647058822,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
2,5128,21676,firing_employee,ate,2,no,residual,0,-7.21875,-9.0,-7.28125,-0.0625,0.03508771929824561,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
2,5128,21676,firing_employee,ate,2,no,residual,1,-7.21875,-9.0,-7.25,-0.03125,0.017543859649122806,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
2,5128,21676,firing_employee,ate,2,no,residual,2,-7.21875,-9.0,-7.59375,-0.375,0.21052631578947367,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
2,5128,21676,firing_employee,ate,2,no,residual,3,-7.21875,-9.0,-7.78125,-0.5625,0.3157894736842105,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
2,5128,21676,firing_employee,ate,2,no,residual,4,-7.21875,-9.0,-8.0625,-0.84375,0.47368421052631576,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
2,5128,21676,firing_employee,ate,2,no,residual,5,-7.21875,-9.0,-7.84375,-0.625,0.3508771929824561,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
2,5128,21676,firing_employee,ate,2,no,residual,6,-7.21875,-9.0,-7.625,-0.40625,0.22807017543859648,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
2,5128,21676,firing_employee,ate,2,no,residual,7,-7.21875,-9.0,-7.25,-0.03125,0.017543859649122806,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
2,5128,21676,firing_employee,ate,2,no,residual,8,-7.21875,-9.0,-7.3125,-0.09375,0.05263157894736842,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
2,5128,21676,firing_employee,ate,2,no,residual,9,-7.21875,-9.0,-7.4375,-0.21875,0.12280701754385964,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
2,5128,21676,firing_employee,ate,2,no,residual,10,-7.21875,-9.0,-7.84375,-0.625,0.3508771929824561,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
2,5128,21676,firing_employee,ate,2,no,residual,11,-7.21875,-9.0,-7.75,-0.53125,0.2982456140350877,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
2,5128,21676,firing_employee,ate,2,no,residual,12,-7.21875,-9.0,-8.5,-1.28125,0.7192982456140351,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
2,5128,21676,firing_employee,ate,2,no,residual,13,-7.21875,-9.0,-8.375,-1.15625,0.6491228070175439,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
2,5128,21676,firing_employee,ate,2,no,residual,14,-7.21875,-9.0,-8.0,-0.78125,0.43859649122807015,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
2,5128,21676,firing_employee,ate,2,no,residual,15,-7.21875,-9.0,-7.96875,-0.75,0.42105263157894735,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
2,5128,21676,firing_employee,ate,2,no,residual,16,-7.21875,-9.0,-8.125,-0.90625,0.5087719298245614,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
2,5128,21676,firing_employee,ate,2,no,residual,17,-7.21875,-9.0,-8.5,-1.28125,0.7192982456140351,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
2,5128,21676,firing_employee,ate,2,no,residual,18,-7.21875,-9.0,-9.3125,-2.09375,1.1754385964912282,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
2,5128,21676,firing_employee,ate,2,no,residual,19,-7.21875,-9.0,-8.5625,-1.34375,0.7543859649122807,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
2,5128,21676,firing_employee,ate,2,no,residual,20,-7.21875,-9.0,-9.5625,-2.34375,1.3157894736842106,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
2,5128,21676,firing_employee,ate,2,no,residual,21,-7.21875,-9.0,-9.625,-2.40625,1.3508771929824561,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
2,5128,21676,firing_employee,ate,2,no,residual,22,-7.21875,-9.0,-10.5,-3.28125,1.8421052631578947,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
2,5128,21676,firing_employee,ate,2,no,residual,23,-7.21875,-9.0,-9.25,-2.03125,1.1403508771929824,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
2,5128,21676,firing_employee,ate,2,no,residual,24,-7.21875,-9.0,-9.5,-2.28125,1.280701754385965,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
2,5128,21676,firing_employee,ate,2,no,residual,25,-7.21875,-9.0,-9.125,-1.90625,1.0701754385964912,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
2,5128,21676,firing_employee,ate,2,no,residual,26,-7.21875,-9.0,-8.75,-1.53125,0.8596491228070176,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
2,5128,21676,firing_employee,ate,2,no,residual,27,-7.21875,-9.0,-8.9375,-1.71875,0.9649122807017544,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
2,5128,21676,firing_employee,ate,2,no,residual,28,-7.21875,-9.0,-8.5,-1.28125,0.7192982456140351,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
2,5128,21676,firing_employee,ate,2,no,residual,29,-7.21875,-9.0,-8.8125,-1.59375,0.8947368421052632,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
2,5128,21676,firing_employee,ate,2,no,residual,30,-7.21875,-9.0,-8.9375,-1.71875,0.9649122807017544,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
2,5128,21676,firing_employee,ate,2,no,residual,31,-7.21875,-9.0,-9.6875,-2.46875,1.3859649122807018,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
2,5128,21676,firing_employee,ate,2,no,residual,32,-7.21875,-9.0,-9.5,-2.28125,1.280701754385965,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
2,5128,21676,firing_employee,ate,2,no,residual,33,-7.21875,-9.0,-9.25,-2.03125,1.1403508771929824,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
2,5128,21676,firing_employee,ate,2,no,residual,34,-7.21875,-9.0,-9.25,-2.03125,1.1403508771929824,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
2,5128,21676,firing_employee,ate,2,no,residual,35,-7.21875,-9.0,-9.1875,-1.96875,1.105263157894737,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
3,21676,12055,nonsense1,ate,2,no,residual,0,-9.6875,-9.1875,-9.5,0.1875,0.375,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
3,21676,12055,nonsense1,ate,2,no,residual,1,-9.6875,-9.1875,-9.0625,0.625,1.25,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
3,21676,12055,nonsense1,ate,2,no,residual,2,-9.6875,-9.1875,-9.4375,0.25,0.5,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
3,21676,12055,nonsense1,ate,2,no,residual,3,-9.6875,-9.1875,-9.5,0.1875,0.375,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
3,21676,12055,nonsense1,ate,2,no,residual,4,-9.6875,-9.1875,-9.6875,0.0,0.0,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
3,21676,12055,nonsense1,ate,2,no,residual,5,-9.6875,-9.1875,-10.0625,-0.375,-0.75,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
3,21676,12055,nonsense1,ate,2,no,residual,6,-9.6875,-9.1875,-10.125,-0.4375,-0.875,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
3,21676,12055,nonsense1,ate,2,no,residual,7,-9.6875,-9.1875,-10.1875,-0.5,-1.0,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
3,21676,12055,nonsense1,ate,2,no,residual,8,-9.6875,-9.1875,-10.4375,-0.75,-1.5,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
3,21676,12055,nonsense1,ate,2,no,residual,9,-9.6875,-9.1875,-10.0625,-0.375,-0.75,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
3,21676,12055,nonsense1,ate,2,no,residual,10,-9.6875,-9.1875,-10.0,-0.3125,-0.625,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
3,21676,12055,nonsense1,ate,2,no,residual,11,-9.6875,-9.1875,-10.25,-0.5625,-1.125,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
3,21676,12055,nonsense1,ate,2,no,residual,12,-9.6875,-9.1875,-10.5625,-0.875,-1.75,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
3,21676,12055,nonsense1,ate,2,no,residual,13,-9.6875,-9.1875,-11.0,-1.3125,-2.625,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
3,21676,12055,nonsense1,ate,2,no,residual,14,-9.6875,-9.1875,-10.3125,-0.625,-1.25,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
3,21676,12055,nonsense1,ate,2,no,residual,15,-9.6875,-9.1875,-10.4375,-0.75,-1.5,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
3,21676,12055,nonsense1,ate,2,no,residual,16,-9.6875,-9.1875,-9.9375,-0.25,-0.5,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
3,21676,12055,nonsense1,ate,2,no,residual,17,-9.6875,-9.1875,-9.75,-0.0625,-0.125,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
3,21676,12055,nonsense1,ate,2,no,residual,18,-9.6875,-9.1875,-9.5,0.1875,0.375,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
3,21676,12055,nonsense1,ate,2,no,residual,19,-9.6875,-9.1875,-10.0625,-0.375,-0.75,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
3,21676,12055,nonsense1,ate,2,no,residual,20,-9.6875,-9.1875,-10.1875,-0.5,-1.0,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
3,21676,12055,nonsense1,ate,2,no,residual,21,-9.6875,-9.1875,-9.4375,0.25,0.5,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
3,21676,12055,nonsense1,ate,2,no,residual,22,-9.6875,-9.1875,-9.5625,0.125,0.25,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
3,21676,12055,nonsense1,ate,2,no,residual,23,-9.6875,-9.1875,-9.0625,0.625,1.25,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
3,21676,12055,nonsense1,ate,2,no,residual,24,-9.6875,-9.1875,-9.125,0.5625,1.125,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
3,21676,12055,nonsense1,ate,2,no,residual,25,-9.6875,-9.1875,-8.25,1.4375,2.875,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
3,21676,12055,nonsense1,ate,2,no,residual,26,-9.6875,-9.1875,-8.3125,1.375,2.75,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
3,21676,12055,nonsense1,ate,2,no,residual,27,-9.6875,-9.1875,-8.5,1.1875,2.375,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
3,21676,12055,nonsense1,ate,2,no,residual,28,-9.6875,-9.1875,-8.4375,1.25,2.5,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
3,21676,12055,nonsense1,ate,2,no,residual,29,-9.6875,-9.1875,-9.125,0.5625,1.125,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
3,21676,12055,nonsense1,ate,2,no,residual,30,-9.6875,-9.1875,-9.0625,0.625,1.25,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
3,21676,12055,nonsense1,ate,2,no,residual,31,-9.6875,-9.1875,-9.625,0.0625,0.125,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
3,21676,12055,nonsense1,ate,2,no,residual,32,-9.6875,-9.1875,-9.75,-0.0625,-0.125,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
3,21676,12055,nonsense1,ate,2,no,residual,33,-9.6875,-9.1875,-9.5,0.1875,0.375,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
3,21676,12055,nonsense1,ate,2,no,residual,34,-9.6875,-9.1875,-9.3125,0.375,0.75,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
3,21676,12055,nonsense1,ate,2,no,residual,35,-9.6875,-9.1875,-9.4375,0.25,0.5,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
4,18982,2588,simpson_kidneystone,ate,2,no,residual,0,-9.8125,-9.125,-9.9375,-0.125,-0.18181818181818182,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
4,18982,2588,simpson_kidneystone,ate,2,no,residual,1,-9.8125,-9.125,-10.0,-0.1875,-0.2727272727272727,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
4,18982,2588,simpson_kidneystone,ate,2,no,residual,2,-9.8125,-9.125,-10.25,-0.4375,-0.6363636363636364,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
4,18982,2588,simpson_kidneystone,ate,2,no,residual,3,-9.8125,-9.125,-10.0625,-0.25,-0.36363636363636365,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
4,18982,2588,simpson_kidneystone,ate,2,no,residual,4,-9.8125,-9.125,-10.125,-0.3125,-0.45454545454545453,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
4,18982,2588,simpson_kidneystone,ate,2,no,residual,5,-9.8125,-9.125,-9.75,0.0625,0.09090909090909091,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
4,18982,2588,simpson_kidneystone,ate,2,no,residual,6,-9.8125,-9.125,-9.875,-0.0625,-0.09090909090909091,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
4,18982,2588,simpson_kidneystone,ate,2,no,residual,7,-9.8125,-9.125,-9.3125,0.5,0.7272727272727273,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
4,18982,2588,simpson_kidneystone,ate,2,no,residual,8,-9.8125,-9.125,-9.625,0.1875,0.2727272727272727,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
4,18982,2588,simpson_kidneystone,ate,2,no,residual,9,-9.8125,-9.125,-9.375,0.4375,0.6363636363636364,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
4,18982,2588,simpson_kidneystone,ate,2,no,residual,10,-9.8125,-9.125,-9.5625,0.25,0.36363636363636365,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
4,18982,2588,simpson_kidneystone,ate,2,no,residual,11,-9.8125,-9.125,-9.75,0.0625,0.09090909090909091,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
4,18982,2588,simpson_kidneystone,ate,2,no,residual,12,-9.8125,-9.125,-10.25,-0.4375,-0.6363636363636364,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
4,18982,2588,simpson_kidneystone,ate,2,no,residual,13,-9.8125,-9.125,-10.5,-0.6875,-1.0,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
4,18982,2588,simpson_kidneystone,ate,2,no,residual,14,-9.8125,-9.125,-10.0625,-0.25,-0.36363636363636365,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
4,18982,2588,simpson_kidneystone,ate,2,no,residual,15,-9.8125,-9.125,-10.3125,-0.5,-0.7272727272727273,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
4,18982,2588,simpson_kidneystone,ate,2,no,residual,16,-9.8125,-9.125,-10.1875,-0.375,-0.5454545454545454,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
4,18982,2588,simpson_kidneystone,ate,2,no,residual,17,-9.8125,-9.125,-10.1875,-0.375,-0.5454545454545454,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
4,18982,2588,simpson_kidneystone,ate,2,no,residual,18,-9.8125,-9.125,-10.3125,-0.5,-0.7272727272727273,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
4,18982,2588,simpson_kidneystone,ate,2,no,residual,19,-9.8125,-9.125,-9.625,0.1875,0.2727272727272727,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
4,18982,2588,simpson_kidneystone,ate,2,no,residual,20,-9.8125,-9.125,-9.75,0.0625,0.09090909090909091,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
4,18982,2588,simpson_kidneystone,ate,2,no,residual,21,-9.8125,-9.125,-9.125,0.6875,1.0,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
4,18982,2588,simpson_kidneystone,ate,2,no,residual,22,-9.8125,-9.125,-9.3125,0.5,0.7272727272727273,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
4,18982,2588,simpson_kidneystone,ate,2,no,residual,23,-9.8125,-9.125,-8.75,1.0625,1.5454545454545454,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
4,18982,2588,simpson_kidneystone,ate,2,no,residual,24,-9.8125,-9.125,-9.25,0.5625,0.8181818181818182,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
4,18982,2588,simpson_kidneystone,ate,2,no,residual,25,-9.8125,-9.125,-9.125,0.6875,1.0,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
4,18982,2588,simpson_kidneystone,ate,2,no,residual,26,-9.8125,-9.125,-9.0,0.8125,1.1818181818181819,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
4,18982,2588,simpson_kidneystone,ate,2,no,residual,27,-9.8125,-9.125,-9.1875,0.625,0.9090909090909091,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
4,18982,2588,simpson_kidneystone,ate,2,no,residual,28,-9.8125,-9.125,-9.1875,0.625,0.9090909090909091,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
4,18982,2588,simpson_kidneystone,ate,2,no,residual,29,-9.8125,-9.125,-9.625,0.1875,0.2727272727272727,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
4,18982,2588,simpson_kidneystone,ate,2,no,residual,30,-9.8125,-9.125,-9.875,-0.0625,-0.09090909090909091,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
4,18982,2588,simpson_kidneystone,ate,2,no,residual,31,-9.8125,-9.125,-10.125,-0.3125,-0.45454545454545453,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
4,18982,2588,simpson_kidneystone,ate,2,no,residual,32,-9.8125,-9.125,-10.125,-0.3125,-0.45454545454545453,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
4,18982,2588,simpson_kidneystone,ate,2,no,residual,33,-9.8125,-9.125,-10.125,-0.3125,-0.45454545454545453,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
4,18982,2588,simpson_kidneystone,ate,2,no,residual,34,-9.8125,-9.125,-10.5625,-0.75,-1.0909090909090908,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
4,18982,2588,simpson_kidneystone,ate,2,no,residual,35,-9.8125,-9.125,-10.625,-0.8125,-1.1818181818181819,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
5,15239,17611,alarm,correlation,1,no,residual,0,-6.5625,-8.5,-7.03125,-0.46875,0.24193548387096775,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
5,15239,17611,alarm,correlation,1,no,residual,1,-6.5625,-8.5,-7.03125,-0.46875,0.24193548387096775,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
5,15239,17611,alarm,correlation,1,no,residual,2,-6.5625,-8.5,-7.0625,-0.5,0.25806451612903225,hf_last_token_random_formal_to_natural,qwen3_4b,Qwen3-4B,formal
