run_id,model,model_display_name,sample_id,donor_sample_id,story_id,graph_id,rung,query_type,question_property,formal_form,gold_label,prompt_mode,prompt_condition,dataset_variant,diagnostic_source,subset,trace_source,raw_output,input_tokens,output_tokens,parsed_label,yes_logprob,no_logprob,yes_no_margin,latency_sec,is_invalid,is_correct
final_20260513_090357,qwen3_4b,Qwen3-4B,1613,,cholesterol,IV,2,ate,easy,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-7.0,-0.000911712646484375,-6.999088287353516,0.013272131502162665,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,16780,,cholesterol,IV,2,ate,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-4.03125,-0.0181884765625,-4.0130615234375,0.013272131502162665,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,16970,,college_salary,chain,2,ate,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-25.875,0.0,-25.875,0.013277576013933867,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,17009,,college_wage,IV,2,ate,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-12.75,-2.86102294921875e-06,-12.74999713897705,0.013277576013933867,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,17034,,college_wage,IV,2,ate,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-11.5,-1.0132789611816406e-05,-11.499989867210388,0.013277576013933867,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,12462,,encouagement_program,mediation,2,ate,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-5.75,-0.003173828125,-5.746826171875,0.013277576013933867,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,5128,,firing_employee,diamondcut,2,ate,hard,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.003173828125,-5.75,5.746826171875,0.014553411485394463,False,0
final_20260513_090357,qwen3_4b,Qwen3-4B,15513,,firing_employee,diamondcut,2,ate,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.00860595703125,-4.75,4.74139404296875,0.014553411485394463,False,0
final_20260513_090357,qwen3_4b,Qwen3-4B,15578,,firing_employee,diamondcut,2,ate,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.00193023681640625,-6.25,6.248069763183594,0.014553411485394463,False,0
final_20260513_090357,qwen3_4b,Qwen3-4B,453,,firing_squad,diamond,2,ate,easy,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-2.384185791015625e-07,-15.5,15.499999761581421,0.014553411485394463,False,0
final_20260513_090357,qwen3_4b,Qwen3-4B,5278,,firing_squad,diamond,2,ate,hard,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-1.6689300537109375e-05,-11.0,10.999983310699463,0.010115536511875689,False,0
final_20260513_090357,qwen3_4b,Qwen3-4B,599,,floor_wet,diamond,2,ate,easy,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-23.25,0.0,-23.25,0.010115536511875689,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,668,,floor_wet,diamond,2,ate,easy,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-23.875,0.0,-23.875,0.010115536511875689,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,5379,,floor_wet,diamond,2,ate,hard,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-21.5,0.0,-21.5,0.010115536511875689,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,10937,,floor_wet,diamond,2,ate,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-23.25,0.0,-23.25,0.009750430239364505,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,15751,,floor_wet,diamond,2,ate,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-24.5,0.0,-24.5,0.009750430239364505,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,5494,,forest_fire,fork,2,ate,hard,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-18.0,0.0,-18.0,0.009750430239364505,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,11114,,forest_fire,fork,2,ate,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-26.25,0.0,-26.25,0.009750430239364505,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,6966,,gender_admission,mediation,2,ate,hard,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-17.25,0.0,-17.25,0.010956311511108652,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,12592,,gender_admission,mediation,2,ate,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-12.25,-4.76837158203125e-06,-12.249995231628418,0.010956311511108652,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,17331,,gender_admission,mediation,2,ate,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.000911712646484375,-7.0,6.999088287353516,0.010956311511108652,False,0
final_20260513_090357,qwen3_4b,Qwen3-4B,17339,,gender_admission,mediation,2,ate,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-1.6689300537109375e-05,-11.0,10.999983310699463,0.010956311511108652,False,0
final_20260513_090357,qwen3_4b,Qwen3-4B,17642,,gender_admission_state,arrowhead,2,ate,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-14.0,-8.344650268554688e-07,-13.999999165534973,0.009912516485201195,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,7387,,gender_pay,arrowhead,2,ate,hard,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-4.5,-0.01104736328125,-4.48895263671875,0.009912516485201195,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,12919,,gender_pay,arrowhead,2,ate,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-8.25,-0.0002613067626953125,-8.249738693237305,0.009912516485201195,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,17703,,gender_pay,arrowhead,2,ate,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-22.75,0.0,-22.75,0.009912516485201195,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,11277,,getting_late,fork,2,ate,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-18.5,0.0,-18.5,0.011596833501243964,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,924,,getting_tanned,fork,2,ate,easy,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-22.0,0.0,-22.0,0.011596833501243964,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,5733,,getting_tanned,fork,2,ate,hard,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-15.25,-2.384185791015625e-07,-15.249999761581421,0.011596833501243964,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,2856,,nature_vs_nurture,arrowhead,2,ate,easy,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-24.375,0.0,-24.375,0.011596833501243964,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,13220,,nature_vs_nurture,arrowhead,2,ate,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-21.75,0.0,-21.75,0.01747072223224677,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,20995,,nonsense0,frontdoor,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.01416015625,-4.25,4.23583984375,0.01747072223224677,False,0
final_20260513_090357,qwen3_4b,Qwen3-4B,21005,,nonsense0,frontdoor,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.003173828125,-5.75,5.746826171875,0.01747072223224677,False,0
final_20260513_090357,qwen3_4b,Qwen3-4B,21069,,nonsense0,arrowhead,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-2.34375,-0.10009765625,-2.24365234375,0.01747072223224677,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,21111,,nonsense0,diamond,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-5.25,-0.005218505859375,-5.244781494140625,0.01549277498270385,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,21152,,nonsense0,diamondcut,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-2.8125,-0.06201171875,-2.75048828125,0.01549277498270385,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,25170,,nonsense0,chain,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-12.25,-4.76837158203125e-06,-12.249995231628418,0.01549277498270385,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,25334,,nonsense0,mediation,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-12.25,-4.76837158203125e-06,-12.249995231628418,0.01549277498270385,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,25362,,nonsense0,frontdoor,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.126953125,-2.125,1.998046875,0.01754596849787049,False,0
final_20260513_090357,qwen3_4b,Qwen3-4B,25391,,nonsense0,IV,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-6.75,-0.00116729736328125,-6.748832702636719,0.01754596849787049,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,25556,,nonsense0,diamondcut,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.01104736328125,-4.5,4.48895263671875,0.01754596849787049,False,0
final_20260513_090357,qwen3_4b,Qwen3-4B,21486,,nonsense1,IV,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.00193023681640625,-6.25,6.248069763183594,0.01754596849787049,False,0
final_20260513_090357,qwen3_4b,Qwen3-4B,21578,,nonsense1,diamond,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-11.5,-1.0132789611816406e-05,-11.499989867210388,0.01383461250225082,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,25871,,nonsense1,arrowhead,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-4.75,-0.00860595703125,-4.74139404296875,0.01383461250225082,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,25911,,nonsense1,diamond,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-2.8125,-0.06201171875,-2.75048828125,0.01383461250225082,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,26126,,nonsense2,confounding,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.474609375,-0.97265625,0.498046875,0.01383461250225082,False,0
final_20260513_090357,qwen3_4b,Qwen3-4B,26269,,nonsense2,IV,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.048583984375,-3.046875,2.998291015625,0.01404030722915195,False,0
final_20260513_090357,qwen3_4b,Qwen3-4B,26444,,nonsense2,fork,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-16.75,0.0,-16.75,0.01404030722915195,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,22201,,nonsense3,confounding,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.00116729736328125,-6.75,6.748832702636719,0.01404030722915195,False,0
final_20260513_090357,qwen3_4b,Qwen3-4B,26562,,nonsense3,confounding,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-1.9140625,-0.16015625,-1.75390625,0.01404030722915195,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,26581,,nonsense3,confounding,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.003173828125,-5.75,5.746826171875,0.015059902740176767,False,0
final_20260513_090357,qwen3_4b,Qwen3-4B,26865,,nonsense3,diamondcut,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.0791015625,-2.578125,2.4990234375,0.015059902740176767,False,0
final_20260513_090357,qwen3_4b,Qwen3-4B,26886,,nonsense3,fork,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-23.75,0.0,-23.75,0.015059902740176767,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,26954,,nonsense4,chain,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-20.25,0.0,-20.25,0.015059902740176767,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,27296,,nonsense4,diamondcut,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.00193023681640625,-6.25,6.248069763183594,0.016809316264698282,False,0
final_20260513_090357,qwen3_4b,Qwen3-4B,27485,,nonsense5,mediation,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-7.25,-0.00070953369140625,-7.249290466308594,0.016809316264698282,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,27528,,nonsense5,frontdoor,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.201171875,-1.703125,1.501953125,0.016809316264698282,False,0
final_20260513_090357,qwen3_4b,Qwen3-4B,27531,,nonsense5,frontdoor,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.01104736328125,-4.5,4.48895263671875,0.016809316264698282,False,0
final_20260513_090357,qwen3_4b,Qwen3-4B,27737,,nonsense5,diamondcut,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-0.97265625,-0.474609375,-0.498046875,0.01639702176908031,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,23659,,nonsense6,frontdoor,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-4.5299530029296875e-05,-10.0,9.99995470046997,0.01639702176908031,False,0
final_20260513_090357,qwen3_4b,Qwen3-4B,23816,,nonsense6,diamondcut,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-1.140625,-0.38671875,-0.75390625,0.01639702176908031,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,27947,,nonsense6,mediation,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.251953125,-1.5,1.248046875,0.01639702176908031,False,0
final_20260513_090357,qwen3_4b,Qwen3-4B,27991,,nonsense6,frontdoor,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.00070953369140625,-7.25,7.249290466308594,0.01699504122370854,False,0
final_20260513_090357,qwen3_4b,Qwen3-4B,28104,,nonsense6,diamond,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-9.0,-0.00012302398681640625,-8.999876976013184,0.01699504122370854,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,24201,,nonsense7,diamond,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-10.0,-4.5299530029296875e-05,-9.99995470046997,0.01699504122370854,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,24214,,nonsense7,diamond,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-10.25,-3.528594970703125e-05,-10.249964714050293,0.01699504122370854,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,24250,,nonsense7,diamondcut,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.0791015625,-2.578125,2.4990234375,0.015139069233555347,False,0
final_20260513_090357,qwen3_4b,Qwen3-4B,28320,,nonsense7,confounding,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.01416015625,-4.25,4.23583984375,0.015139069233555347,False,0
final_20260513_090357,qwen3_4b,Qwen3-4B,28490,,nonsense7,IV,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.10009765625,-2.34375,2.24365234375,0.015139069233555347,False,0
final_20260513_090357,qwen3_4b,Qwen3-4B,28665,,nonsense7,fork,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-11.0,-1.6689300537109375e-05,-10.999983310699463,0.015139069233555347,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,24346,,nonsense8,chain,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.10009765625,-2.34375,2.24365234375,0.016749617498135194,False,0
final_20260513_090357,qwen3_4b,Qwen3-4B,24523,,nonsense8,frontdoor,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.3125,-1.3125,1.0,0.016749617498135194,False,0
final_20260513_090357,qwen3_4b,Qwen3-4B,24602,,nonsense8,arrowhead,2,ate,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-5.25,-0.005218505859375,-5.244781494140625,0.016749617498135194,False,1
