model,model_display_name,diagnostic_source,dataset_variant,prompt_mode,metric,estimate,ci_low,ci_high,n_bootstrap
qwen3_0_6b,Qwen3-0.6B,main,main,nl_var_query,correct_flip,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,main,main,nl_var_query,wrong_flip,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,main,main,nl_var_query,scca,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,main,main,nl_var_query,signed_ccc,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,anticommonsense,nl,strict_ccc,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,anticommonsense,nl,correct_flip,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,anticommonsense,nl,wrong_flip,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,anticommonsense,nl,scca,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,anticommonsense,nl,signed_ccc,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,anticommonsense,nl_formal,strict_ccc,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,anticommonsense,nl_formal,correct_flip,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,anticommonsense,nl_formal,wrong_flip,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,anticommonsense,nl_formal,scca,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,anticommonsense,nl_formal,signed_ccc,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,commonsense,nl,strict_ccc,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,commonsense,nl,correct_flip,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,commonsense,nl,wrong_flip,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,commonsense,nl,scca,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,commonsense,nl,signed_ccc,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,commonsense,nl_formal,strict_ccc,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,commonsense,nl_formal,correct_flip,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,commonsense,nl_formal,wrong_flip,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,commonsense,nl_formal,scca,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,commonsense,nl_formal,signed_ccc,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,easy,nl,strict_ccc,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,easy,nl,correct_flip,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,easy,nl,wrong_flip,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,easy,nl,scca,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,easy,nl,signed_ccc,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,easy,nl_formal,strict_ccc,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,easy,nl_formal,correct_flip,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,easy,nl_formal,wrong_flip,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,easy,nl_formal,scca,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,easy,nl_formal,signed_ccc,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,hard,nl,strict_ccc,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,hard,nl,correct_flip,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,hard,nl,wrong_flip,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,hard,nl,scca,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,hard,nl,signed_ccc,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,hard,nl_formal,strict_ccc,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,hard,nl_formal,correct_flip,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,hard,nl_formal,wrong_flip,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,hard,nl_formal,scca,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,hard,nl_formal,signed_ccc,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,noncommonsense,nl,strict_ccc,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,noncommonsense,nl,correct_flip,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,noncommonsense,nl,wrong_flip,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,noncommonsense,nl,scca,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,noncommonsense,nl,signed_ccc,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,noncommonsense,nl_formal,strict_ccc,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,noncommonsense,nl_formal,correct_flip,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,noncommonsense,nl_formal,wrong_flip,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,noncommonsense,nl_formal,scca,0.0,0.0,0.0,1000
qwen3_0_6b,Qwen3-0.6B,stress,noncommonsense,nl_formal,signed_ccc,0.0,0.0,0.0,1000
qwen3_4b,Qwen3-4B,main,main,formula_only,strict_ccc,0.3770949720670391,0.3268156424581006,0.4273743016759777,1000
qwen3_4b,Qwen3-4B,main,main,formula_only,correct_flip,0.2569832402234637,0.2122905027932961,0.30446927374301674,1000
qwen3_4b,Qwen3-4B,main,main,formula_only,wrong_flip,0.12011173184357542,0.08659217877094973,0.15363128491620112,1000
qwen3_4b,Qwen3-4B,main,main,formula_only,scca,0.2569832402234637,0.21501396648044693,0.2988826815642458,1000
qwen3_4b,Qwen3-4B,main,main,formula_only,signed_ccc,0.13687150837988826,0.07541899441340782,0.19832402234636873,1000
qwen3_4b,Qwen3-4B,main,main,nl,strict_ccc,0.40782122905027934,0.36033519553072624,0.4553072625698324,1000
qwen3_4b,Qwen3-4B,main,main,nl,correct_flip,0.2905027932960894,0.24022346368715083,0.33526536312849153,1000
qwen3_4b,Qwen3-4B,main,main,nl,wrong_flip,0.11731843575418995,0.08659217877094973,0.15363128491620112,1000
qwen3_4b,Qwen3-4B,main,main,nl,scca,0.2905027932960894,0.2430167597765363,0.33798882681564246,1000
qwen3_4b,Qwen3-4B,main,main,nl,signed_ccc,0.17318435754189945,0.11452513966480447,0.2346368715083799,1000
qwen3_4b,Qwen3-4B,main,main,nl_formal,strict_ccc,0.40782122905027934,0.3547486033519553,0.46089385474860334,1000
qwen3_4b,Qwen3-4B,main,main,nl_formal,correct_flip,0.28212290502793297,0.23743016759776536,0.3268156424581006,1000
qwen3_4b,Qwen3-4B,main,main,nl_formal,wrong_flip,0.12569832402234637,0.09217877094972067,0.16201117318435754,1000
qwen3_4b,Qwen3-4B,main,main,nl_formal,scca,0.28212290502793297,0.2346368715083799,0.329608938547486,1000
qwen3_4b,Qwen3-4B,main,main,nl_formal,signed_ccc,0.1564245810055866,0.09210893854748604,0.2122905027932961,1000
qwen3_4b,Qwen3-4B,main,main,nl_var_graph,strict_ccc,0.45251396648044695,0.4021648044692738,0.5027932960893855,1000
qwen3_4b,Qwen3-4B,main,main,nl_var_graph,correct_flip,0.3463687150837989,0.29608938547486036,0.39664804469273746,1000
qwen3_4b,Qwen3-4B,main,main,nl_var_graph,wrong_flip,0.10614525139664804,0.07262569832402235,0.13687150837988826,1000
qwen3_4b,Qwen3-4B,main,main,nl_var_graph,scca,0.3463687150837989,0.29329608938547486,0.39664804469273746,1000
qwen3_4b,Qwen3-4B,main,main,nl_var_graph,signed_ccc,0.24022346368715083,0.1787709497206704,0.30174581005586587,1000
qwen3_4b,Qwen3-4B,main,main,nl_var_query,strict_ccc,0.39664804469273746,0.34916201117318435,0.44692737430167595,1000
qwen3_4b,Qwen3-4B,main,main,nl_var_query,correct_flip,0.2709497206703911,0.22346368715083798,0.31843575418994413,1000
qwen3_4b,Qwen3-4B,main,main,nl_var_query,wrong_flip,0.12569832402234637,0.09217877094972067,0.15921787709497207,1000
qwen3_4b,Qwen3-4B,main,main,nl_var_query,scca,0.2709497206703911,0.22346368715083798,0.31564245810055863,1000
qwen3_4b,Qwen3-4B,main,main,nl_var_query,signed_ccc,0.1452513966480447,0.08659217877094973,0.20670391061452514,1000
qwen3_4b,Qwen3-4B,stress,anticommonsense,nl,strict_ccc,0.0,0.0,0.0,1000
qwen3_4b,Qwen3-4B,stress,anticommonsense,nl,correct_flip,0.0,0.0,0.0,1000
qwen3_4b,Qwen3-4B,stress,anticommonsense,nl,wrong_flip,0.0,0.0,0.0,1000
qwen3_4b,Qwen3-4B,stress,anticommonsense,nl,scca,0.0,0.0,0.0,1000
qwen3_4b,Qwen3-4B,stress,anticommonsense,nl,signed_ccc,0.0,0.0,0.0,1000
qwen3_4b,Qwen3-4B,stress,anticommonsense,nl_formal,strict_ccc,0.13636363636363635,0.0,0.2727272727272727,1000
qwen3_4b,Qwen3-4B,stress,anticommonsense,nl_formal,correct_flip,0.13636363636363635,0.0,0.3181818181818182,1000
qwen3_4b,Qwen3-4B,stress,anticommonsense,nl_formal,wrong_flip,0.0,0.0,0.0,1000
qwen3_4b,Qwen3-4B,stress,anticommonsense,nl_formal,scca,0.13636363636363635,0.0,0.3181818181818182,1000
qwen3_4b,Qwen3-4B,stress,anticommonsense,nl_formal,signed_ccc,0.13636363636363635,0.0,0.3181818181818182,1000
qwen3_4b,Qwen3-4B,stress,commonsense,nl,strict_ccc,0.04,0.0,0.12,1000
qwen3_4b,Qwen3-4B,stress,commonsense,nl,correct_flip,0.0,0.0,0.0,1000
qwen3_4b,Qwen3-4B,stress,commonsense,nl,wrong_flip,0.04,0.0,0.12,1000
qwen3_4b,Qwen3-4B,stress,commonsense,nl,scca,0.0,0.0,0.0,1000
qwen3_4b,Qwen3-4B,stress,commonsense,nl,signed_ccc,-0.04,-0.12,0.0,1000
qwen3_4b,Qwen3-4B,stress,commonsense,nl_formal,strict_ccc,0.12,0.0,0.24,1000
qwen3_4b,Qwen3-4B,stress,commonsense,nl_formal,correct_flip,0.04,0.0,0.16,1000
qwen3_4b,Qwen3-4B,stress,commonsense,nl_formal,wrong_flip,0.08,0.0,0.2,1000
qwen3_4b,Qwen3-4B,stress,commonsense,nl_formal,scca,0.04,0.0,0.12,1000
qwen3_4b,Qwen3-4B,stress,commonsense,nl_formal,signed_ccc,-0.04,-0.2,0.08,1000
qwen3_4b,Qwen3-4B,stress,easy,nl,strict_ccc,0.08333333333333333,0.0,0.25,1000
qwen3_4b,Qwen3-4B,stress,easy,nl,correct_flip,0.08333333333333333,0.0,0.25,1000
qwen3_4b,Qwen3-4B,stress,easy,nl,wrong_flip,0.0,0.0,0.0,1000
qwen3_4b,Qwen3-4B,stress,easy,nl,scca,0.08333333333333333,0.0,0.25,1000
qwen3_4b,Qwen3-4B,stress,easy,nl,signed_ccc,0.08333333333333333,0.0,0.25,1000
qwen3_4b,Qwen3-4B,stress,easy,nl_formal,strict_ccc,0.25,0.0,0.5,1000
qwen3_4b,Qwen3-4B,stress,easy,nl_formal,correct_flip,0.16666666666666666,0.0,0.4166666666666667,1000
qwen3_4b,Qwen3-4B,stress,easy,nl_formal,wrong_flip,0.08333333333333333,0.0,0.25,1000
qwen3_4b,Qwen3-4B,stress,easy,nl_formal,scca,0.16666666666666666,0.0,0.4166666666666667,1000
qwen3_4b,Qwen3-4B,stress,easy,nl_formal,signed_ccc,0.08333333333333333,-0.16666666666666666,0.3333333333333333,1000
qwen3_4b,Qwen3-4B,stress,hard,nl,strict_ccc,0.058823529411764705,0.0,0.17647058823529413,1000
qwen3_4b,Qwen3-4B,stress,hard,nl,correct_flip,0.058823529411764705,0.0,0.17647058823529413,1000
qwen3_4b,Qwen3-4B,stress,hard,nl,wrong_flip,0.0,0.0,0.0,1000
qwen3_4b,Qwen3-4B,stress,hard,nl,scca,0.058823529411764705,0.0,0.17647058823529413,1000
qwen3_4b,Qwen3-4B,stress,hard,nl,signed_ccc,0.058823529411764705,0.0,0.17647058823529413,1000
qwen3_4b,Qwen3-4B,stress,hard,nl_formal,strict_ccc,0.058823529411764705,0.0,0.17647058823529413,1000
qwen3_4b,Qwen3-4B,stress,hard,nl_formal,correct_flip,0.0,0.0,0.0,1000
qwen3_4b,Qwen3-4B,stress,hard,nl_formal,wrong_flip,0.058823529411764705,0.0,0.17647058823529413,1000
qwen3_4b,Qwen3-4B,stress,hard,nl_formal,scca,0.0,0.0,0.0,1000
qwen3_4b,Qwen3-4B,stress,hard,nl_formal,signed_ccc,-0.058823529411764705,-0.17647058823529413,0.0,1000
qwen3_4b,Qwen3-4B,stress,noncommonsense,nl,strict_ccc,0.10344827586206896,0.0,0.20689655172413793,1000
qwen3_4b,Qwen3-4B,stress,noncommonsense,nl,correct_flip,0.034482758620689655,0.0,0.10344827586206896,1000
qwen3_4b,Qwen3-4B,stress,noncommonsense,nl,wrong_flip,0.06896551724137931,0.0,0.1724137931034483,1000
qwen3_4b,Qwen3-4B,stress,noncommonsense,nl,scca,0.034482758620689655,0.0,0.10344827586206896,1000
qwen3_4b,Qwen3-4B,stress,noncommonsense,nl,signed_ccc,-0.034482758620689655,-0.1724137931034483,0.06896551724137931,1000
qwen3_4b,Qwen3-4B,stress,noncommonsense,nl_formal,strict_ccc,0.13793103448275862,0.034482758620689655,0.27586206896551724,1000
qwen3_4b,Qwen3-4B,stress,noncommonsense,nl_formal,correct_flip,0.034482758620689655,0.0,0.10344827586206896,1000
qwen3_4b,Qwen3-4B,stress,noncommonsense,nl_formal,wrong_flip,0.10344827586206896,0.0,0.2413793103448276,1000
qwen3_4b,Qwen3-4B,stress,noncommonsense,nl_formal,scca,0.034482758620689655,0.0,0.10344827586206896,1000
qwen3_4b,Qwen3-4B,stress,noncommonsense,nl_formal,signed_ccc,-0.06896551724137931,-0.20689655172413793,0.06896551724137931,1000
qwen3_8b,Qwen3-8B,main,main,formula_only,strict_ccc,0.40782122905027934,0.3575418994413408,0.46089385474860334,1000
qwen3_8b,Qwen3-8B,main,main,formula_only,correct_flip,0.276536312849162,0.22905027932960895,0.3240223463687151,1000
qwen3_8b,Qwen3-8B,main,main,formula_only,wrong_flip,0.13128491620111732,0.09776536312849161,0.164804469273743,1000
qwen3_8b,Qwen3-8B,main,main,formula_only,scca,0.276536312849162,0.23184357541899442,0.3240223463687151,1000
qwen3_8b,Qwen3-8B,main,main,formula_only,signed_ccc,0.1452513966480447,0.0782122905027933,0.2122905027932961,1000
qwen3_8b,Qwen3-8B,main,main,nl,strict_ccc,0.4441340782122905,0.39378491620111733,0.4944832402234636,1000
qwen3_8b,Qwen3-8B,main,main,nl,correct_flip,0.3016759776536313,0.2541899441340782,0.3435754189944134,1000
qwen3_8b,Qwen3-8B,main,main,nl,wrong_flip,0.1424581005586592,0.10893854748603352,0.18156424581005587,1000
qwen3_8b,Qwen3-8B,main,main,nl,scca,0.3016759776536313,0.2569832402234637,0.3492318435754189,1000
qwen3_8b,Qwen3-8B,main,main,nl,signed_ccc,0.15921787709497207,0.0893854748603352,0.22905027932960895,1000
qwen3_8b,Qwen3-8B,main,main,nl_formal,strict_ccc,0.4720670391061452,0.42178770949720673,0.5223463687150838,1000
qwen3_8b,Qwen3-8B,main,main,nl_formal,correct_flip,0.3128491620111732,0.26536312849162014,0.3575418994413408,1000
qwen3_8b,Qwen3-8B,main,main,nl_formal,wrong_flip,0.15921787709497207,0.12011173184357542,0.19832402234636873,1000
qwen3_8b,Qwen3-8B,main,main,nl_formal,scca,0.3128491620111732,0.2652932960893855,0.36033519553072624,1000
qwen3_8b,Qwen3-8B,main,main,nl_formal,signed_ccc,0.15363128491620112,0.08659217877094973,0.22074022346368707,1000
qwen3_8b,Qwen3-8B,main,main,nl_var_graph,strict_ccc,0.46089385474860334,0.4106145251396648,0.5111731843575419,1000
qwen3_8b,Qwen3-8B,main,main,nl_var_graph,correct_flip,0.30726256983240224,0.25977653631284914,0.3547486033519553,1000
qwen3_8b,Qwen3-8B,main,main,nl_var_graph,wrong_flip,0.15363128491620112,0.12011173184357542,0.19273743016759776,1000
qwen3_8b,Qwen3-8B,main,main,nl_var_graph,scca,0.30726256983240224,0.26256983240223464,0.3575418994413408,1000
qwen3_8b,Qwen3-8B,main,main,nl_var_graph,signed_ccc,0.15363128491620112,0.0893854748603352,0.2206703910614525,1000
qwen3_8b,Qwen3-8B,main,main,nl_var_query,strict_ccc,0.41620111731843573,0.3687150837988827,0.4664804469273743,1000
qwen3_8b,Qwen3-8B,main,main,nl_var_query,correct_flip,0.26256983240223464,0.21508379888268156,0.3100558659217877,1000
qwen3_8b,Qwen3-8B,main,main,nl_var_query,wrong_flip,0.15363128491620112,0.12004189944134079,0.19273743016759776,1000
qwen3_8b,Qwen3-8B,main,main,nl_var_query,scca,0.26256983240223464,0.22060055865921788,0.3073324022346368,1000
qwen3_8b,Qwen3-8B,main,main,nl_var_query,signed_ccc,0.10893854748603352,0.04189944134078212,0.1760474860335195,1000
qwen3_8b,Qwen3-8B,stress,anticommonsense,nl,strict_ccc,0.45454545454545453,0.2727272727272727,0.637499999999999,1000
qwen3_8b,Qwen3-8B,stress,anticommonsense,nl,correct_flip,0.3181818181818182,0.13636363636363635,0.5,1000
qwen3_8b,Qwen3-8B,stress,anticommonsense,nl,wrong_flip,0.13636363636363635,0.0,0.2738636363636353,1000
qwen3_8b,Qwen3-8B,stress,anticommonsense,nl,scca,0.3181818181818182,0.13636363636363635,0.5011363636363626,1000
qwen3_8b,Qwen3-8B,stress,anticommonsense,nl,signed_ccc,0.18181818181818182,-0.13636363636363635,0.4090909090909091,1000
qwen3_8b,Qwen3-8B,stress,anticommonsense,nl_formal,strict_ccc,0.22727272727272727,0.045454545454545456,0.4090909090909091,1000
qwen3_8b,Qwen3-8B,stress,anticommonsense,nl_formal,correct_flip,0.09090909090909091,0.0,0.22727272727272727,1000
qwen3_8b,Qwen3-8B,stress,anticommonsense,nl_formal,wrong_flip,0.13636363636363635,0.0,0.2727272727272727,1000
qwen3_8b,Qwen3-8B,stress,anticommonsense,nl_formal,scca,0.09090909090909091,0.0,0.22727272727272727,1000
qwen3_8b,Qwen3-8B,stress,anticommonsense,nl_formal,signed_ccc,-0.045454545454545456,-0.22727272727272727,0.13636363636363635,1000
qwen3_8b,Qwen3-8B,stress,commonsense,nl,strict_ccc,0.16,0.04,0.32,1000
qwen3_8b,Qwen3-8B,stress,commonsense,nl,correct_flip,0.08,0.0,0.2,1000
qwen3_8b,Qwen3-8B,stress,commonsense,nl,wrong_flip,0.08,0.0,0.2,1000
qwen3_8b,Qwen3-8B,stress,commonsense,nl,scca,0.08,0.0,0.2,1000
qwen3_8b,Qwen3-8B,stress,commonsense,nl,signed_ccc,0.0,-0.16,0.16,1000
qwen3_8b,Qwen3-8B,stress,commonsense,nl_formal,strict_ccc,0.32,0.16,0.52,1000
qwen3_8b,Qwen3-8B,stress,commonsense,nl_formal,correct_flip,0.12,0.0,0.24,1000
qwen3_8b,Qwen3-8B,stress,commonsense,nl_formal,wrong_flip,0.2,0.08,0.36,1000
qwen3_8b,Qwen3-8B,stress,commonsense,nl_formal,scca,0.12,0.0,0.24,1000
qwen3_8b,Qwen3-8B,stress,commonsense,nl_formal,signed_ccc,-0.08,-0.28099999999999997,0.12,1000
qwen3_8b,Qwen3-8B,stress,easy,nl,strict_ccc,0.3333333333333333,0.08333333333333333,0.5833333333333334,1000
qwen3_8b,Qwen3-8B,stress,easy,nl,correct_flip,0.08333333333333333,0.0,0.25,1000
qwen3_8b,Qwen3-8B,stress,easy,nl,wrong_flip,0.25,0.0,0.5,1000
qwen3_8b,Qwen3-8B,stress,easy,nl,scca,0.08333333333333333,0.0,0.25,1000
qwen3_8b,Qwen3-8B,stress,easy,nl,signed_ccc,-0.16666666666666666,-0.5,0.16666666666666666,1000
qwen3_8b,Qwen3-8B,stress,easy,nl_formal,strict_ccc,0.08333333333333333,0.0,0.25,1000
qwen3_8b,Qwen3-8B,stress,easy,nl_formal,correct_flip,0.0,0.0,0.0,1000
qwen3_8b,Qwen3-8B,stress,easy,nl_formal,wrong_flip,0.08333333333333333,0.0,0.25,1000
qwen3_8b,Qwen3-8B,stress,easy,nl_formal,scca,0.0,0.0,0.0,1000
qwen3_8b,Qwen3-8B,stress,easy,nl_formal,signed_ccc,-0.08333333333333333,-0.25,0.0,1000
qwen3_8b,Qwen3-8B,stress,hard,nl,strict_ccc,0.47058823529411764,0.23529411764705882,0.7058823529411765,1000
qwen3_8b,Qwen3-8B,stress,hard,nl,correct_flip,0.11764705882352941,0.0,0.29411764705882354,1000
qwen3_8b,Qwen3-8B,stress,hard,nl,wrong_flip,0.35294117647058826,0.11764705882352941,0.5882352941176471,1000
qwen3_8b,Qwen3-8B,stress,hard,nl,scca,0.11764705882352941,0.0,0.29411764705882354,1000
qwen3_8b,Qwen3-8B,stress,hard,nl,signed_ccc,-0.23529411764705882,-0.5294117647058824,0.11764705882352941,1000
qwen3_8b,Qwen3-8B,stress,hard,nl_formal,strict_ccc,0.23529411764705882,0.058823529411764705,0.4117647058823529,1000
qwen3_8b,Qwen3-8B,stress,hard,nl_formal,correct_flip,0.0,0.0,0.0,1000
qwen3_8b,Qwen3-8B,stress,hard,nl_formal,wrong_flip,0.23529411764705882,0.058823529411764705,0.47058823529411764,1000
qwen3_8b,Qwen3-8B,stress,hard,nl_formal,scca,0.0,0.0,0.0,1000
qwen3_8b,Qwen3-8B,stress,hard,nl_formal,signed_ccc,-0.23529411764705882,-0.47058823529411764,-0.058823529411764705,1000
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl,strict_ccc,0.3793103448275862,0.20689655172413793,0.5517241379310345,1000
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl,correct_flip,0.20689655172413793,0.06896551724137931,0.3448275862068966,1000
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl,wrong_flip,0.1724137931034483,0.034482758620689655,0.3103448275862069,1000
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl,scca,0.20689655172413793,0.06896551724137931,0.3448275862068966,1000
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl,signed_ccc,0.034482758620689655,-0.20689655172413793,0.2413793103448276,1000
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl_formal,strict_ccc,0.3448275862068966,0.1724137931034483,0.5172413793103449,1000
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl_formal,correct_flip,0.13793103448275862,0.034482758620689655,0.27586206896551724,1000
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl_formal,wrong_flip,0.20689655172413793,0.06896551724137931,0.3448275862068966,1000
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl_formal,scca,0.13793103448275862,0.034482758620689655,0.27586206896551724,1000
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl_formal,signed_ccc,-0.06896551724137931,-0.27586206896551724,0.1724137931034483,1000
