candidate_index,sample_id,story_id,query_type,rung,gold_label,component,layer,natural_gold_margin,symbolic_gold_margin,patched_gold_margin,absolute_recovery,normalized_recovery,method,model,model_display_name
1,16780,cholesterol,ate,2,no,residual,11,-6.75,-8.125,-7.125,-0.375,0.2727272727272727,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
1,16780,cholesterol,ate,2,no,residual,12,-6.75,-8.125,-7.0625,-0.3125,0.2272727272727272,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
1,16780,cholesterol,ate,2,no,residual,13,-6.75,-8.125,-6.8125,-0.0625,0.0454545454545454,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
1,16780,cholesterol,ate,2,no,residual,14,-6.75,-8.125,-5.6875,1.0625,-0.7727272727272727,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
1,16780,cholesterol,ate,2,no,residual,15,-6.75,-8.125,-5.3125,1.4375,-1.0454545454545454,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
1,16780,cholesterol,ate,2,no,residual,16,-6.75,-8.125,-6.59375,0.15625,-0.1136363636363636,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
1,16780,cholesterol,ate,2,no,residual,17,-6.75,-8.125,-6.9375,-0.1875,0.1363636363636363,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
1,16780,cholesterol,ate,2,no,residual,18,-6.75,-8.125,-6.75,0.0,-0.0,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
1,16780,cholesterol,ate,2,no,residual,19,-6.75,-8.125,-6.46875,0.28125,-0.2045454545454545,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
1,16780,cholesterol,ate,2,no,residual,20,-6.75,-8.125,-5.875,0.875,-0.6363636363636364,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
1,16780,cholesterol,ate,2,no,residual,21,-6.75,-8.125,-6.1875,0.5625,-0.4090909090909091,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
1,16780,cholesterol,ate,2,no,residual,22,-6.75,-8.125,-5.90625,0.84375,-0.6136363636363636,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
1,16780,cholesterol,ate,2,no,residual,23,-6.75,-8.125,-5.125,1.625,-1.181818181818182,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
1,16780,cholesterol,ate,2,no,residual,24,-6.75,-8.125,-5.9375,0.8125,-0.5909090909090909,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
1,16780,cholesterol,ate,2,no,residual,25,-6.75,-8.125,-6.3125,0.4375,-0.3181818181818182,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
1,16780,cholesterol,ate,2,no,residual,26,-6.75,-8.125,-6.3125,0.4375,-0.3181818181818182,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
1,16780,cholesterol,ate,2,no,residual,27,-6.75,-8.125,-7.125,-0.375,0.2727272727272727,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
1,16780,cholesterol,ate,2,no,residual,28,-6.75,-8.125,-7.6875,-0.9375,0.6818181818181818,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
1,16780,cholesterol,ate,2,no,residual,29,-6.75,-8.125,-7.6875,-0.9375,0.6818181818181818,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
1,16780,cholesterol,ate,2,no,residual,30,-6.75,-8.125,-7.0,-0.25,0.1818181818181818,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
1,16780,cholesterol,ate,2,no,residual,31,-6.75,-8.125,-8.0,-1.25,0.9090909090909092,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
1,16780,cholesterol,ate,2,no,residual,32,-6.75,-8.125,-8.125,-1.375,1.0,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
1,16780,cholesterol,ate,2,no,residual,33,-6.75,-8.125,-8.25,-1.5,1.0909090909090908,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
1,16780,cholesterol,ate,2,no,residual,34,-6.75,-8.125,-7.3125,-0.5625,0.4090909090909091,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
1,16780,cholesterol,ate,2,no,residual,35,-6.75,-8.125,-8.125,-1.375,1.0,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
2,7551,man_in_relationship,backadj,2,yes,residual,0,1.21875,2.40625,1.09375,-0.125,-0.1052631578947368,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
2,7551,man_in_relationship,backadj,2,yes,residual,1,1.21875,2.40625,1.25,0.03125,0.0263157894736842,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
2,7551,man_in_relationship,backadj,2,yes,residual,2,1.21875,2.40625,1.4375,0.21875,0.1842105263157894,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
2,7551,man_in_relationship,backadj,2,yes,residual,3,1.21875,2.40625,2.09375,0.875,0.7368421052631579,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
2,7551,man_in_relationship,backadj,2,yes,residual,4,1.21875,2.40625,2.375,1.15625,0.9736842105263158,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
2,7551,man_in_relationship,backadj,2,yes,residual,5,1.21875,2.40625,2.71875,1.5,1.263157894736842,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
2,7551,man_in_relationship,backadj,2,yes,residual,6,1.21875,2.40625,2.28125,1.0625,0.8947368421052632,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
2,7551,man_in_relationship,backadj,2,yes,residual,7,1.21875,2.40625,2.4375,1.21875,1.0263157894736843,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
2,7551,man_in_relationship,backadj,2,yes,residual,8,1.21875,2.40625,2.09375,0.875,0.7368421052631579,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
2,7551,man_in_relationship,backadj,2,yes,residual,9,1.21875,2.40625,2.59375,1.375,1.1578947368421053,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
2,7551,man_in_relationship,backadj,2,yes,residual,10,1.21875,2.40625,3.75,2.53125,2.131578947368421,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
2,7551,man_in_relationship,backadj,2,yes,residual,11,1.21875,2.40625,3.65625,2.4375,2.0526315789473686,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
2,7551,man_in_relationship,backadj,2,yes,residual,12,1.21875,2.40625,3.0625,1.84375,1.5526315789473684,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
2,7551,man_in_relationship,backadj,2,yes,residual,13,1.21875,2.40625,3.3125,2.09375,1.763157894736842,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
2,7551,man_in_relationship,backadj,2,yes,residual,14,1.21875,2.40625,3.1875,1.96875,1.6578947368421053,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
2,7551,man_in_relationship,backadj,2,yes,residual,15,1.21875,2.40625,2.75,1.53125,1.2894736842105263,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
2,7551,man_in_relationship,backadj,2,yes,residual,16,1.21875,2.40625,2.53125,1.3125,1.105263157894737,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
2,7551,man_in_relationship,backadj,2,yes,residual,17,1.21875,2.40625,2.40625,1.1875,1.0,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
2,7551,man_in_relationship,backadj,2,yes,residual,18,1.21875,2.40625,2.0,0.78125,0.6578947368421053,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
2,7551,man_in_relationship,backadj,2,yes,residual,19,1.21875,2.40625,1.6875,0.46875,0.3947368421052631,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
2,7551,man_in_relationship,backadj,2,yes,residual,20,1.21875,2.40625,1.3125,0.09375,0.0789473684210526,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
2,7551,man_in_relationship,backadj,2,yes,residual,21,1.21875,2.40625,0.25,-0.96875,-0.8157894736842105,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
2,7551,man_in_relationship,backadj,2,yes,residual,22,1.21875,2.40625,0.0,-1.21875,-1.0263157894736843,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
2,7551,man_in_relationship,backadj,2,yes,residual,23,1.21875,2.40625,-1.1875,-2.40625,-2.026315789473684,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
2,7551,man_in_relationship,backadj,2,yes,residual,24,1.21875,2.40625,-1.5625,-2.78125,-2.3421052631578947,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
2,7551,man_in_relationship,backadj,2,yes,residual,25,1.21875,2.40625,-0.4375,-1.65625,-1.394736842105263,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
2,7551,man_in_relationship,backadj,2,yes,residual,26,1.21875,2.40625,-1.25,-2.46875,-2.0789473684210527,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
2,7551,man_in_relationship,backadj,2,yes,residual,27,1.21875,2.40625,-1.4375,-2.65625,-2.236842105263158,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
2,7551,man_in_relationship,backadj,2,yes,residual,28,1.21875,2.40625,-1.0,-2.21875,-1.868421052631579,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
2,7551,man_in_relationship,backadj,2,yes,residual,29,1.21875,2.40625,-2.0,-3.21875,-2.710526315789474,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
2,7551,man_in_relationship,backadj,2,yes,residual,30,1.21875,2.40625,-2.125,-3.34375,-2.8157894736842106,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
2,7551,man_in_relationship,backadj,2,yes,residual,31,1.21875,2.40625,-1.21875,-2.4375,-2.0526315789473686,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
2,7551,man_in_relationship,backadj,2,yes,residual,32,1.21875,2.40625,-1.0625,-2.28125,-1.9210526315789476,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
2,7551,man_in_relationship,backadj,2,yes,residual,33,1.21875,2.40625,-0.6875,-1.90625,-1.605263157894737,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
2,7551,man_in_relationship,backadj,2,yes,residual,34,1.21875,2.40625,0.21875,-1.0,-0.8421052631578947,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
2,7551,man_in_relationship,backadj,2,yes,residual,35,1.21875,2.40625,2.40625,1.1875,1.0,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
3,16750,cholesterol,correlation,1,no,residual,0,-8.25,-6.875,-8.375,-0.125,-0.0909090909090909,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
3,16750,cholesterol,correlation,1,no,residual,1,-8.25,-6.875,-8.5,-0.25,-0.1818181818181818,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
3,16750,cholesterol,correlation,1,no,residual,2,-8.25,-6.875,-8.125,0.125,0.0909090909090909,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
3,16750,cholesterol,correlation,1,no,residual,3,-8.25,-6.875,-8.5625,-0.3125,-0.2272727272727272,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
3,16750,cholesterol,correlation,1,no,residual,4,-8.25,-6.875,-8.5,-0.25,-0.1818181818181818,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
3,16750,cholesterol,correlation,1,no,residual,5,-8.25,-6.875,-8.5625,-0.3125,-0.2272727272727272,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
3,16750,cholesterol,correlation,1,no,residual,6,-8.25,-6.875,-8.25,0.0,0.0,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
3,16750,cholesterol,correlation,1,no,residual,7,-8.25,-6.875,-8.0625,0.1875,0.1363636363636363,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
3,16750,cholesterol,correlation,1,no,residual,8,-8.25,-6.875,-8.125,0.125,0.0909090909090909,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
3,16750,cholesterol,correlation,1,no,residual,9,-8.25,-6.875,-8.3125,-0.0625,-0.0454545454545454,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
3,16750,cholesterol,correlation,1,no,residual,10,-8.25,-6.875,-9.25,-1.0,-0.7272727272727273,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
3,16750,cholesterol,correlation,1,no,residual,11,-8.25,-6.875,-10.0,-1.75,-1.2727272727272727,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
3,16750,cholesterol,correlation,1,no,residual,12,-8.25,-6.875,-9.5625,-1.3125,-0.9545454545454546,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
3,16750,cholesterol,correlation,1,no,residual,13,-8.25,-6.875,-9.0,-0.75,-0.5454545454545454,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
3,16750,cholesterol,correlation,1,no,residual,14,-8.25,-6.875,-8.0625,0.1875,0.1363636363636363,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
3,16750,cholesterol,correlation,1,no,residual,15,-8.25,-6.875,-7.84375,0.40625,0.2954545454545454,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
3,16750,cholesterol,correlation,1,no,residual,16,-8.25,-6.875,-8.9375,-0.6875,-0.5,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
3,16750,cholesterol,correlation,1,no,residual,17,-8.25,-6.875,-9.75,-1.5,-1.0909090909090908,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
3,16750,cholesterol,correlation,1,no,residual,18,-8.25,-6.875,-8.875,-0.625,-0.4545454545454545,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
3,16750,cholesterol,correlation,1,no,residual,19,-8.25,-6.875,-6.96875,1.28125,0.9318181818181818,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
3,16750,cholesterol,correlation,1,no,residual,20,-8.25,-6.875,-4.8125,3.4375,2.5,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
3,16750,cholesterol,correlation,1,no,residual,21,-8.25,-6.875,-4.09375,4.15625,3.022727272727273,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
3,16750,cholesterol,correlation,1,no,residual,22,-8.25,-6.875,-4.5625,3.6875,2.6818181818181817,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
3,16750,cholesterol,correlation,1,no,residual,23,-8.25,-6.875,-4.03125,4.21875,3.0681818181818183,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
3,16750,cholesterol,correlation,1,no,residual,24,-8.25,-6.875,-3.71875,4.53125,3.2954545454545454,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
3,16750,cholesterol,correlation,1,no,residual,25,-8.25,-6.875,-4.84375,3.40625,2.477272727272727,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
3,16750,cholesterol,correlation,1,no,residual,26,-8.25,-6.875,-4.4375,3.8125,2.772727272727273,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
3,16750,cholesterol,correlation,1,no,residual,27,-8.25,-6.875,-3.96875,4.28125,3.113636363636364,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
3,16750,cholesterol,correlation,1,no,residual,28,-8.25,-6.875,-4.4375,3.8125,2.772727272727273,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
3,16750,cholesterol,correlation,1,no,residual,29,-8.25,-6.875,-4.40625,3.84375,2.7954545454545454,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
3,16750,cholesterol,correlation,1,no,residual,30,-8.25,-6.875,-4.84375,3.40625,2.477272727272727,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
3,16750,cholesterol,correlation,1,no,residual,31,-8.25,-6.875,-5.875,2.375,1.7272727272727273,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
3,16750,cholesterol,correlation,1,no,residual,32,-8.25,-6.875,-6.59375,1.65625,1.2045454545454546,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
3,16750,cholesterol,correlation,1,no,residual,33,-8.25,-6.875,-6.9375,1.3125,0.9545454545454546,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
3,16750,cholesterol,correlation,1,no,residual,34,-8.25,-6.875,-5.84375,2.40625,1.75,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
3,16750,cholesterol,correlation,1,no,residual,35,-8.25,-6.875,-6.875,1.375,1.0,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
4,20639,smoking_frontdoor,det-counterfactual,3,yes,residual,0,4.03125,5.1875,4.53125,0.5,0.4324324324324324,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
4,20639,smoking_frontdoor,det-counterfactual,3,yes,residual,1,4.03125,5.1875,4.6875,0.65625,0.5675675675675675,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
4,20639,smoking_frontdoor,det-counterfactual,3,yes,residual,2,4.03125,5.1875,4.3125,0.28125,0.2432432432432432,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
4,20639,smoking_frontdoor,det-counterfactual,3,yes,residual,3,4.03125,5.1875,4.5,0.46875,0.4054054054054054,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
4,20639,smoking_frontdoor,det-counterfactual,3,yes,residual,4,4.03125,5.1875,4.59375,0.5625,0.4864864864864865,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
4,20639,smoking_frontdoor,det-counterfactual,3,yes,residual,5,4.03125,5.1875,4.625,0.59375,0.5135135135135135,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
4,20639,smoking_frontdoor,det-counterfactual,3,yes,residual,6,4.03125,5.1875,4.625,0.59375,0.5135135135135135,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
4,20639,smoking_frontdoor,det-counterfactual,3,yes,residual,7,4.03125,5.1875,4.25,0.21875,0.1891891891891892,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
4,20639,smoking_frontdoor,det-counterfactual,3,yes,residual,8,4.03125,5.1875,4.40625,0.375,0.3243243243243243,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
4,20639,smoking_frontdoor,det-counterfactual,3,yes,residual,9,4.03125,5.1875,4.90625,0.875,0.7567567567567568,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
4,20639,smoking_frontdoor,det-counterfactual,3,yes,residual,10,4.03125,5.1875,6.0,1.96875,1.7027027027027026,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
4,20639,smoking_frontdoor,det-counterfactual,3,yes,residual,11,4.03125,5.1875,6.875,2.84375,2.45945945945946,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
4,20639,smoking_frontdoor,det-counterfactual,3,yes,residual,12,4.03125,5.1875,5.90625,1.875,1.6216216216216215,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
4,20639,smoking_frontdoor,det-counterfactual,3,yes,residual,13,4.03125,5.1875,5.6875,1.65625,1.4324324324324325,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
4,20639,smoking_frontdoor,det-counterfactual,3,yes,residual,14,4.03125,5.1875,3.796875,-0.234375,-0.2027027027027027,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
4,20639,smoking_frontdoor,det-counterfactual,3,yes,residual,15,4.03125,5.1875,3.1875,-0.84375,-0.7297297297297297,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
4,20639,smoking_frontdoor,det-counterfactual,3,yes,residual,16,4.03125,5.1875,4.15625,0.125,0.1081081081081081,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
4,20639,smoking_frontdoor,det-counterfactual,3,yes,residual,17,4.03125,5.1875,4.5,0.46875,0.4054054054054054,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
4,20639,smoking_frontdoor,det-counterfactual,3,yes,residual,18,4.03125,5.1875,4.375,0.34375,0.2972972972972973,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
4,20639,smoking_frontdoor,det-counterfactual,3,yes,residual,19,4.03125,5.1875,2.5,-1.53125,-1.3243243243243243,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
4,20639,smoking_frontdoor,det-counterfactual,3,yes,residual,20,4.03125,5.1875,2.21875,-1.8125,-1.5675675675675675,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
4,20639,smoking_frontdoor,det-counterfactual,3,yes,residual,21,4.03125,5.1875,2.21875,-1.8125,-1.5675675675675675,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
4,20639,smoking_frontdoor,det-counterfactual,3,yes,residual,22,4.03125,5.1875,3.625,-0.40625,-0.3513513513513513,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
4,20639,smoking_frontdoor,det-counterfactual,3,yes,residual,23,4.03125,5.1875,2.90625,-1.125,-0.972972972972973,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
4,20639,smoking_frontdoor,det-counterfactual,3,yes,residual,24,4.03125,5.1875,2.5,-1.53125,-1.3243243243243243,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
4,20639,smoking_frontdoor,det-counterfactual,3,yes,residual,25,4.03125,5.1875,3.28125,-0.75,-0.6486486486486487,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
4,20639,smoking_frontdoor,det-counterfactual,3,yes,residual,26,4.03125,5.1875,2.375,-1.65625,-1.4324324324324325,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
4,20639,smoking_frontdoor,det-counterfactual,3,yes,residual,27,4.03125,5.1875,2.75,-1.28125,-1.108108108108108,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
4,20639,smoking_frontdoor,det-counterfactual,3,yes,residual,28,4.03125,5.1875,3.375,-0.65625,-0.5675675675675675,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
4,20639,smoking_frontdoor,det-counterfactual,3,yes,residual,29,4.03125,5.1875,3.1875,-0.84375,-0.7297297297297297,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
4,20639,smoking_frontdoor,det-counterfactual,3,yes,residual,30,4.03125,5.1875,3.46875,-0.5625,-0.4864864864864865,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
4,20639,smoking_frontdoor,det-counterfactual,3,yes,residual,31,4.03125,5.1875,5.59375,1.5625,1.351351351351351,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
4,20639,smoking_frontdoor,det-counterfactual,3,yes,residual,32,4.03125,5.1875,5.125,1.09375,0.945945945945946,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
4,20639,smoking_frontdoor,det-counterfactual,3,yes,residual,33,4.03125,5.1875,5.15625,1.125,0.972972972972973,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
4,20639,smoking_frontdoor,det-counterfactual,3,yes,residual,34,4.03125,5.1875,4.125,0.09375,0.081081081081081,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
4,20639,smoking_frontdoor,det-counterfactual,3,yes,residual,35,4.03125,5.1875,5.1875,1.15625,1.0,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
5,4912,alarm,ett,3,no,residual,0,-7.75,-12.25,-8.0,-0.25,0.0555555555555555,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
5,4912,alarm,ett,3,no,residual,1,-7.75,-12.25,-8.25,-0.5,0.1111111111111111,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
5,4912,alarm,ett,3,no,residual,2,-7.75,-12.25,-7.9375,-0.1875,0.0416666666666666,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
5,4912,alarm,ett,3,no,residual,3,-7.75,-12.25,-8.1875,-0.4375,0.0972222222222222,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
5,4912,alarm,ett,3,no,residual,4,-7.75,-12.25,-8.4375,-0.6875,0.1527777777777778,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
5,4912,alarm,ett,3,no,residual,5,-7.75,-12.25,-8.25,-0.5,0.1111111111111111,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
5,4912,alarm,ett,3,no,residual,6,-7.75,-12.25,-8.0,-0.25,0.0555555555555555,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
5,4912,alarm,ett,3,no,residual,7,-7.75,-12.25,-7.8125,-0.0625,0.0138888888888888,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
5,4912,alarm,ett,3,no,residual,8,-7.75,-12.25,-8.0,-0.25,0.0555555555555555,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
5,4912,alarm,ett,3,no,residual,9,-7.75,-12.25,-8.4375,-0.6875,0.1527777777777778,hf_last_token_symbolic_to_natural,qwen3_8b,Qwen3-8B
