model,model_display_name,diagnostic_source,dataset_variant,prompt_mode,query_type,n_pairs,strict_ccc,invalid_pair_rate
qwen3_4b,Qwen3-4B,stress,hard,nl_formal,correlation,1,0.0,0.0
qwen3_4b,Qwen3-4B,stress,hard,nl_formal,exp_away,3,0.0,0.0
qwen3_4b,Qwen3-4B,stress,hard,nl_formal,marginal,3,0.0,0.0
qwen3_4b,Qwen3-4B,stress,hard,nl_formal,nie,2,0.0,0.0
qwen3_4b,Qwen3-4B,stress,noncommonsense,nl,ate,3,0.0,0.0
qwen3_4b,Qwen3-4B,stress,noncommonsense,nl,backadj,5,0.0,0.0
qwen3_4b,Qwen3-4B,stress,noncommonsense,nl,collider_bias,3,0.0,0.0
qwen3_4b,Qwen3-4B,stress,noncommonsense,nl,correlation,2,0.0,0.0
qwen3_4b,Qwen3-4B,stress,noncommonsense,nl,ett,5,0.0,0.0
qwen3_4b,Qwen3-4B,stress,noncommonsense,nl,exp_away,2,0.0,0.0
qwen3_4b,Qwen3-4B,stress,noncommonsense,nl,marginal,5,0.6,0.0
qwen3_4b,Qwen3-4B,stress,noncommonsense,nl,nde,4,0.0,0.0
qwen3_4b,Qwen3-4B,stress,noncommonsense,nl_formal,ate,3,0.3333333333333333,0.0
qwen3_4b,Qwen3-4B,stress,noncommonsense,nl_formal,backadj,5,0.0,0.0
qwen3_4b,Qwen3-4B,stress,noncommonsense,nl_formal,collider_bias,3,0.0,0.0
qwen3_4b,Qwen3-4B,stress,noncommonsense,nl_formal,correlation,2,0.0,0.0
qwen3_4b,Qwen3-4B,stress,noncommonsense,nl_formal,ett,5,0.4,0.0
qwen3_4b,Qwen3-4B,stress,noncommonsense,nl_formal,exp_away,2,0.0,0.0
qwen3_4b,Qwen3-4B,stress,noncommonsense,nl_formal,marginal,5,0.0,0.0
qwen3_4b,Qwen3-4B,stress,noncommonsense,nl_formal,nde,4,0.25,0.0
qwen3_8b,Qwen3-8B,main,main,formula_only,ate,53,0.5283018867924528,0.0
qwen3_8b,Qwen3-8B,main,main,formula_only,backadj,50,0.42,0.0
qwen3_8b,Qwen3-8B,main,main,formula_only,correlation,98,0.5714285714285714,0.0
qwen3_8b,Qwen3-8B,main,main,formula_only,det-counterfactual,1,0.0,0.0
qwen3_8b,Qwen3-8B,main,main,formula_only,ett,19,0.47368421052631576,0.0
qwen3_8b,Qwen3-8B,main,main,formula_only,marginal,63,0.14285714285714285,0.0
qwen3_8b,Qwen3-8B,main,main,formula_only,nde,45,0.35555555555555557,0.0
qwen3_8b,Qwen3-8B,main,main,formula_only,nie,29,0.4482758620689655,0.0
qwen3_8b,Qwen3-8B,main,main,nl,ate,53,0.6226415094339622,0.0
qwen3_8b,Qwen3-8B,main,main,nl,backadj,50,0.72,0.0
qwen3_8b,Qwen3-8B,main,main,nl,correlation,98,0.4897959183673469,0.0
qwen3_8b,Qwen3-8B,main,main,nl,det-counterfactual,1,1.0,0.0
qwen3_8b,Qwen3-8B,main,main,nl,ett,19,0.3157894736842105,0.0
qwen3_8b,Qwen3-8B,main,main,nl,marginal,63,0.4126984126984127,0.0
qwen3_8b,Qwen3-8B,main,main,nl,nde,45,0.28888888888888886,0.0
qwen3_8b,Qwen3-8B,main,main,nl,nie,29,0.0,0.0
qwen3_8b,Qwen3-8B,main,main,nl_formal,ate,53,0.6415094339622641,0.0
qwen3_8b,Qwen3-8B,main,main,nl_formal,backadj,50,0.66,0.0
qwen3_8b,Qwen3-8B,main,main,nl_formal,correlation,98,0.4387755102040816,0.0
qwen3_8b,Qwen3-8B,main,main,nl_formal,det-counterfactual,1,1.0,0.0
qwen3_8b,Qwen3-8B,main,main,nl_formal,ett,19,0.47368421052631576,0.0
qwen3_8b,Qwen3-8B,main,main,nl_formal,marginal,63,0.4126984126984127,0.0
qwen3_8b,Qwen3-8B,main,main,nl_formal,nde,45,0.2222222222222222,0.0
qwen3_8b,Qwen3-8B,main,main,nl_formal,nie,29,0.27586206896551724,0.0
qwen3_8b,Qwen3-8B,stress,anticommonsense,nl,ate,1,0.0,0.0
qwen3_8b,Qwen3-8B,stress,anticommonsense,nl,collider_bias,5,0.6,0.0
qwen3_8b,Qwen3-8B,stress,anticommonsense,nl,correlation,2,0.0,0.0
qwen3_8b,Qwen3-8B,stress,anticommonsense,nl,exp_away,11,0.5454545454545454,0.0
qwen3_8b,Qwen3-8B,stress,anticommonsense,nl,marginal,1,0.0,0.0
qwen3_8b,Qwen3-8B,stress,anticommonsense,nl,nde,1,1.0,0.0
qwen3_8b,Qwen3-8B,stress,anticommonsense,nl,nie,1,0.0,0.0
qwen3_8b,Qwen3-8B,stress,anticommonsense,nl_formal,ate,1,1.0,0.0
qwen3_8b,Qwen3-8B,stress,anticommonsense,nl_formal,collider_bias,5,0.0,0.0
qwen3_8b,Qwen3-8B,stress,anticommonsense,nl_formal,correlation,2,0.0,0.0
qwen3_8b,Qwen3-8B,stress,anticommonsense,nl_formal,exp_away,11,0.36363636363636365,0.0
qwen3_8b,Qwen3-8B,stress,anticommonsense,nl_formal,marginal,1,0.0,0.0
qwen3_8b,Qwen3-8B,stress,anticommonsense,nl_formal,nde,1,0.0,0.0
qwen3_8b,Qwen3-8B,stress,anticommonsense,nl_formal,nie,1,0.0,0.0
qwen3_8b,Qwen3-8B,stress,commonsense,nl,ate,1,0.0,0.0
qwen3_8b,Qwen3-8B,stress,commonsense,nl,backadj,1,0.0,0.0
qwen3_8b,Qwen3-8B,stress,commonsense,nl,collider_bias,5,0.0,0.0
qwen3_8b,Qwen3-8B,stress,commonsense,nl,correlation,3,0.3333333333333333,0.0
qwen3_8b,Qwen3-8B,stress,commonsense,nl,ett,2,0.0,0.0
qwen3_8b,Qwen3-8B,stress,commonsense,nl,exp_away,7,0.42857142857142855,0.0
qwen3_8b,Qwen3-8B,stress,commonsense,nl,nde,5,0.0,0.0
qwen3_8b,Qwen3-8B,stress,commonsense,nl,nie,1,0.0,0.0
qwen3_8b,Qwen3-8B,stress,commonsense,nl_formal,ate,1,0.0,0.0
qwen3_8b,Qwen3-8B,stress,commonsense,nl_formal,backadj,1,0.0,0.0
qwen3_8b,Qwen3-8B,stress,commonsense,nl_formal,collider_bias,5,0.0,0.0
qwen3_8b,Qwen3-8B,stress,commonsense,nl_formal,correlation,3,0.3333333333333333,0.0
qwen3_8b,Qwen3-8B,stress,commonsense,nl_formal,ett,2,0.5,0.0
qwen3_8b,Qwen3-8B,stress,commonsense,nl_formal,exp_away,7,0.5714285714285714,0.0
qwen3_8b,Qwen3-8B,stress,commonsense,nl_formal,nde,5,0.0,0.0
qwen3_8b,Qwen3-8B,stress,commonsense,nl_formal,nie,1,0.0,0.0
qwen3_8b,Qwen3-8B,stress,easy,nl,ate,1,0.0,0.0
qwen3_8b,Qwen3-8B,stress,easy,nl,backadj,1,1.0,0.0
qwen3_8b,Qwen3-8B,stress,easy,nl,collider_bias,2,0.0,0.0
qwen3_8b,Qwen3-8B,stress,easy,nl,correlation,2,0.0,0.0
qwen3_8b,Qwen3-8B,stress,easy,nl,ett,2,0.5,0.0
qwen3_8b,Qwen3-8B,stress,easy,nl,exp_away,1,0.0,0.0
qwen3_8b,Qwen3-8B,stress,easy,nl,marginal,3,0.6666666666666666,0.0
qwen3_8b,Qwen3-8B,stress,easy,nl_formal,ate,1,0.0,0.0
qwen3_8b,Qwen3-8B,stress,easy,nl_formal,backadj,1,1.0,0.0
qwen3_8b,Qwen3-8B,stress,easy,nl_formal,collider_bias,2,0.0,0.0
qwen3_8b,Qwen3-8B,stress,easy,nl_formal,correlation,2,0.5,0.0
qwen3_8b,Qwen3-8B,stress,easy,nl_formal,ett,2,0.0,0.0
qwen3_8b,Qwen3-8B,stress,easy,nl_formal,exp_away,1,0.0,0.0
qwen3_8b,Qwen3-8B,stress,easy,nl_formal,marginal,3,0.0,0.0
qwen3_8b,Qwen3-8B,stress,hard,nl,ate,3,0.6666666666666666,0.0
qwen3_8b,Qwen3-8B,stress,hard,nl,backadj,3,0.6666666666666666,0.0
qwen3_8b,Qwen3-8B,stress,hard,nl,collider_bias,2,0.0,0.0
qwen3_8b,Qwen3-8B,stress,hard,nl,correlation,1,0.0,0.0
qwen3_8b,Qwen3-8B,stress,hard,nl,exp_away,3,0.6666666666666666,0.0
qwen3_8b,Qwen3-8B,stress,hard,nl,marginal,3,0.3333333333333333,0.0
qwen3_8b,Qwen3-8B,stress,hard,nl,nie,2,0.5,0.0
qwen3_8b,Qwen3-8B,stress,hard,nl_formal,ate,3,0.3333333333333333,0.0
qwen3_8b,Qwen3-8B,stress,hard,nl_formal,backadj,3,0.0,0.0
qwen3_8b,Qwen3-8B,stress,hard,nl_formal,collider_bias,2,0.0,0.0
qwen3_8b,Qwen3-8B,stress,hard,nl_formal,correlation,1,0.0,0.0
qwen3_8b,Qwen3-8B,stress,hard,nl_formal,exp_away,3,0.3333333333333333,0.0
qwen3_8b,Qwen3-8B,stress,hard,nl_formal,marginal,3,0.6666666666666666,0.0
qwen3_8b,Qwen3-8B,stress,hard,nl_formal,nie,2,0.5,0.0
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl,ate,3,1.0,0.0
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl,backadj,5,0.8,0.0
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl,collider_bias,3,0.0,0.0
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl,correlation,2,0.0,0.0
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl,ett,5,0.4,0.0
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl,exp_away,2,0.0,0.0
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl,marginal,5,0.6,0.0
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl,nde,4,0.25,0.0
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl_formal,ate,3,0.6666666666666666,0.0
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl_formal,backadj,5,0.0,0.0
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl_formal,collider_bias,3,0.0,0.0
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl_formal,correlation,2,1.0,0.0
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl_formal,ett,5,0.4,0.0
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl_formal,exp_away,2,0.0,0.0
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl_formal,marginal,5,0.4,0.0
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl_formal,nde,4,0.25,0.0
