model,model_display_name,diagnostic_source,dataset_variant,prompt_mode,metric,estimate,ci_low,ci_high,n_bootstrap
qwen3_4b,Qwen3-4B,stress,easy,nl_formal,correct_flip,0.16666666666666666,0.0,0.4166666666666667,1000
qwen3_4b,Qwen3-4B,stress,easy,nl_formal,wrong_flip,0.08333333333333333,0.0,0.25,1000
qwen3_4b,Qwen3-4B,stress,easy,nl_formal,scca,0.16666666666666666,0.0,0.4166666666666667,1000
qwen3_4b,Qwen3-4B,stress,easy,nl_formal,signed_ccc,0.08333333333333333,-0.16666666666666666,0.3333333333333333,1000
qwen3_4b,Qwen3-4B,stress,hard,nl,strict_ccc,0.058823529411764705,0.0,0.17647058823529413,1000
qwen3_4b,Qwen3-4B,stress,hard,nl,correct_flip,0.058823529411764705,0.0,0.17647058823529413,1000
qwen3_4b,Qwen3-4B,stress,hard,nl,wrong_flip,0.0,0.0,0.0,1000
qwen3_4b,Qwen3-4B,stress,hard,nl,scca,0.058823529411764705,0.0,0.17647058823529413,1000
qwen3_4b,Qwen3-4B,stress,hard,nl,signed_ccc,0.058823529411764705,0.0,0.17647058823529413,1000
qwen3_4b,Qwen3-4B,stress,hard,nl_formal,strict_ccc,0.058823529411764705,0.0,0.17647058823529413,1000
qwen3_4b,Qwen3-4B,stress,hard,nl_formal,correct_flip,0.0,0.0,0.0,1000
qwen3_4b,Qwen3-4B,stress,hard,nl_formal,wrong_flip,0.058823529411764705,0.0,0.17647058823529413,1000
qwen3_4b,Qwen3-4B,stress,hard,nl_formal,scca,0.0,0.0,0.0,1000
qwen3_4b,Qwen3-4B,stress,hard,nl_formal,signed_ccc,-0.058823529411764705,-0.17647058823529413,0.0,1000
qwen3_4b,Qwen3-4B,stress,noncommonsense,nl,strict_ccc,0.10344827586206896,0.0,0.2413793103448276,1000
qwen3_4b,Qwen3-4B,stress,noncommonsense,nl,correct_flip,0.034482758620689655,0.0,0.10344827586206896,1000
qwen3_4b,Qwen3-4B,stress,noncommonsense,nl,wrong_flip,0.06896551724137931,0.0,0.1724137931034483,1000
qwen3_4b,Qwen3-4B,stress,noncommonsense,nl,scca,0.034482758620689655,0.0,0.10344827586206896,1000
qwen3_4b,Qwen3-4B,stress,noncommonsense,nl,signed_ccc,-0.034482758620689655,-0.1387931034482758,0.06896551724137931,1000
qwen3_4b,Qwen3-4B,stress,noncommonsense,nl_formal,strict_ccc,0.13793103448275862,0.034482758620689655,0.27586206896551724,1000
qwen3_4b,Qwen3-4B,stress,noncommonsense,nl_formal,correct_flip,0.034482758620689655,0.0,0.10344827586206896,1000
qwen3_4b,Qwen3-4B,stress,noncommonsense,nl_formal,wrong_flip,0.10344827586206896,0.0,0.20689655172413793,1000
qwen3_4b,Qwen3-4B,stress,noncommonsense,nl_formal,scca,0.034482758620689655,0.0,0.10344827586206896,1000
qwen3_4b,Qwen3-4B,stress,noncommonsense,nl_formal,signed_ccc,-0.06896551724137931,-0.20689655172413793,0.06896551724137931,1000
qwen3_8b,Qwen3-8B,stress,anticommonsense,nl,strict_ccc,0.45454545454545453,0.2727272727272727,0.6818181818181818,1000
qwen3_8b,Qwen3-8B,stress,anticommonsense,nl,correct_flip,0.3181818181818182,0.13636363636363635,0.5,1000
qwen3_8b,Qwen3-8B,stress,anticommonsense,nl,wrong_flip,0.13636363636363635,0.0,0.2727272727272727,1000
qwen3_8b,Qwen3-8B,stress,anticommonsense,nl,scca,0.3181818181818182,0.13636363636363635,0.5454545454545454,1000
qwen3_8b,Qwen3-8B,stress,anticommonsense,nl,signed_ccc,0.18181818181818182,-0.09090909090909091,0.45454545454545453,1000
qwen3_8b,Qwen3-8B,stress,anticommonsense,nl_formal,strict_ccc,0.22727272727272727,0.045454545454545456,0.4090909090909091,1000
qwen3_8b,Qwen3-8B,stress,anticommonsense,nl_formal,correct_flip,0.09090909090909091,0.0,0.22727272727272727,1000
qwen3_8b,Qwen3-8B,stress,anticommonsense,nl_formal,wrong_flip,0.13636363636363635,0.0,0.3181818181818182,1000
qwen3_8b,Qwen3-8B,stress,anticommonsense,nl_formal,scca,0.09090909090909091,0.0,0.22727272727272727,1000
qwen3_8b,Qwen3-8B,stress,anticommonsense,nl_formal,signed_ccc,-0.045454545454545456,-0.22727272727272727,0.13636363636363635,1000
qwen3_8b,Qwen3-8B,stress,commonsense,nl,strict_ccc,0.16,0.04,0.32,1000
qwen3_8b,Qwen3-8B,stress,commonsense,nl,correct_flip,0.08,0.0,0.2,1000
qwen3_8b,Qwen3-8B,stress,commonsense,nl,wrong_flip,0.08,0.0,0.2,1000
qwen3_8b,Qwen3-8B,stress,commonsense,nl,scca,0.08,0.0,0.2,1000
qwen3_8b,Qwen3-8B,stress,commonsense,nl,signed_ccc,0.0,-0.16,0.12,1000
qwen3_8b,Qwen3-8B,stress,commonsense,nl_formal,strict_ccc,0.32,0.16,0.48,1000
qwen3_8b,Qwen3-8B,stress,commonsense,nl_formal,correct_flip,0.12,0.0,0.24,1000
qwen3_8b,Qwen3-8B,stress,commonsense,nl_formal,wrong_flip,0.2,0.04,0.36,1000
qwen3_8b,Qwen3-8B,stress,commonsense,nl_formal,scca,0.12,0.0,0.28,1000
qwen3_8b,Qwen3-8B,stress,commonsense,nl_formal,signed_ccc,-0.08,-0.32,0.12,1000
qwen3_8b,Qwen3-8B,stress,easy,nl,strict_ccc,0.3333333333333333,0.08333333333333333,0.5833333333333334,1000
qwen3_8b,Qwen3-8B,stress,easy,nl,correct_flip,0.08333333333333333,0.0,0.25,1000
qwen3_8b,Qwen3-8B,stress,easy,nl,wrong_flip,0.25,0.0,0.5,1000
qwen3_8b,Qwen3-8B,stress,easy,nl,scca,0.08333333333333333,0.0,0.25,1000
qwen3_8b,Qwen3-8B,stress,easy,nl,signed_ccc,-0.16666666666666666,-0.5,0.16666666666666666,1000
qwen3_8b,Qwen3-8B,stress,easy,nl_formal,strict_ccc,0.08333333333333333,0.0,0.25,1000
qwen3_8b,Qwen3-8B,stress,easy,nl_formal,correct_flip,0.0,0.0,0.0,1000
qwen3_8b,Qwen3-8B,stress,easy,nl_formal,wrong_flip,0.08333333333333333,0.0,0.25,1000
qwen3_8b,Qwen3-8B,stress,easy,nl_formal,scca,0.0,0.0,0.0,1000
qwen3_8b,Qwen3-8B,stress,easy,nl_formal,signed_ccc,-0.08333333333333333,-0.25,0.0,1000
qwen3_8b,Qwen3-8B,stress,hard,nl,strict_ccc,0.47058823529411764,0.23529411764705882,0.7058823529411765,1000
qwen3_8b,Qwen3-8B,stress,hard,nl,correct_flip,0.11764705882352941,0.0,0.29411764705882354,1000
qwen3_8b,Qwen3-8B,stress,hard,nl,wrong_flip,0.35294117647058826,0.11764705882352941,0.5882352941176471,1000
qwen3_8b,Qwen3-8B,stress,hard,nl,scca,0.11764705882352941,0.0,0.29411764705882354,1000
qwen3_8b,Qwen3-8B,stress,hard,nl,signed_ccc,-0.23529411764705882,-0.5294117647058824,0.058823529411764705,1000
qwen3_8b,Qwen3-8B,stress,hard,nl_formal,strict_ccc,0.23529411764705882,0.058823529411764705,0.4117647058823529,1000
qwen3_8b,Qwen3-8B,stress,hard,nl_formal,correct_flip,0.0,0.0,0.0,1000
qwen3_8b,Qwen3-8B,stress,hard,nl_formal,wrong_flip,0.23529411764705882,0.058823529411764705,0.47058823529411764,1000
qwen3_8b,Qwen3-8B,stress,hard,nl_formal,scca,0.0,0.0,0.0,1000
qwen3_8b,Qwen3-8B,stress,hard,nl_formal,signed_ccc,-0.23529411764705882,-0.47058823529411764,-0.058823529411764705,1000
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl,strict_ccc,0.3793103448275862,0.20689655172413793,0.5517241379310345,1000
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl,correct_flip,0.20689655172413793,0.06896551724137931,0.3793103448275862,1000
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl,wrong_flip,0.1724137931034483,0.034482758620689655,0.3103448275862069,1000
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl,scca,0.20689655172413793,0.06896551724137931,0.3448275862068966,1000
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl,signed_ccc,0.034482758620689655,-0.20689655172413793,0.2413793103448276,1000
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl_formal,strict_ccc,0.3448275862068966,0.1724137931034483,0.5172413793103449,1000
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl_formal,correct_flip,0.13793103448275862,0.034482758620689655,0.27586206896551724,1000
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl_formal,wrong_flip,0.20689655172413793,0.06896551724137931,0.345689655172413,1000
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl_formal,scca,0.13793103448275862,0.034482758620689655,0.27586206896551724,1000
qwen3_8b,Qwen3-8B,stress,noncommonsense,nl_formal,signed_ccc,-0.06896551724137931,-0.27586206896551724,0.13793103448275862,1000
